Mic,PrimaryExchange,Symbol,TradingClass,LongName,Currency,Multiplier,UnderSymbol,UnderSecType,StartDate
EUCH,SOFFEX,CONF,CONF,"Swiss Federal Long-Term Bonds",CHF,1000,CONF,IND,2017-12-07
EUCH,SOFFEX,SLI,FSLI,"Swiss Leader Index (PREIS_INDEX)",CHF,10,SLI,IND,2017-12-14
EUCH,SOFFEX,SMI,FSMI,"Swiss Market Index",CHF,10,SMI,IND,2017-12-15
EUCH,SOFFEX,SMIDP,FSMD,"SMI Dividend Points Index",CHF,100,SMIDP,IND,2017-12-15
EUCH,SOFFEX,SMIM,FSMM,"Swiss Mid-cap Index",CHF,10,SMIM,IND,2017-12-14
IFEN,IPE,ATW,ATW,"ICE Rotterdam Coal",USD,1000,ATW,IND,2017-10-27
IFEN,IPE,COIL,COIL,"ICE Brent Crude",USD,1000,COIL,IND,2017-10-31
IFEN,IPE,GOIL,GOIL,"ICE Gasoil",USD,100,GOIL,IND,2017-10-12
IFEN,IPE,HOIL,HOIL,"ICE Heating Oil",USD,42000,HOIL,IND,2017-10-30
IFEN,IPE,NCF,NCF,"Newcastle Coal Futures",USD,1000,NCF,IND,2017-10-27
IFEN,IPE,NGF,NGF,"ICE UK Natural Gas",GBP,28000,NGF,IND,2018-01-30
IFEN,IPE,NGF,NGF,"ICE UK Natural Gas",GBP,29000,NGF,IND,2020-01-30
IFEN,IPE,NGF,NGF,"ICE UK Natural Gas",GBP,30000,NGF,IND,2017-10-30
IFEN,IPE,NGF,NGF,"ICE UK Natural Gas",GBP,31000,NGF,IND,2017-11-29
IFEN,IPE,RBOB,RBOB,"ICE NYH RBOB Gasoline",USD,42000,RBOB,IND,2017-10-30
IFEN,IPE,UCX,UCX,"CSX Coal Futures",USD,1000,UCX,IND,2017-10-25
IFEN,IPE,WTI,WTI,"West Texas Intermediate Light Sweet Crude Oil",USD,1000,WTI,IND,2017-10-19
IFLL,ICEEU,F1DV,XZ,"FTSE 100 Dividend Index",GBP,10,F1DV,IND,2017-12-14
IFLL,ICEEU,H,H,"Medium Gilt",GBP,1000,H,IND,2010-03-29
IFLL,ICEEU,I,I,"3 Month EURIBOR Interest Rate",EUR,2500,I,IND,2017-10-16
IFLL,ICEEU,L,L,"3 Month Sterling Interest Rate FUT",GBP,1250,L,IND,2017-10-18
IFLL,ICEEU,NDUEBRAF,MCG,"The MSCI Brazil Net Total Return",USD,100,NDUEBRAF,IND,2021-12-17
IFLL,ICEEU,O,O,"5 Year Euro Swapnote",EUR,1000,O,IND,2017-12-18
IFLL,ICEEU,P,P,"10 Year Euro Swapnote",EUR,1000,P,IND,2017-12-18
IFLL,ICEEU,R,R,"Long Gilt",GBP,1000,R,IND,1983-03-29
IFLL,ICEEU,S,S,"Three Month Euro Swiss Franc Interest Rate",CHF,2500,S,IND,2017-12-18
IFLL,ICEEU,SG,G,"Short Gilt",GBP,1000,SG,IND,2010-03-29
IFLL,ICEEU,SONIA.N,SO3,"Three Month SONIA",GBP,2500,SONIA.N,IND,2021-12-14
IFLL,ICEEU,SONIO.N,SOA,"One Month SONIA",GBP,2500,SONIO.N,IND,2021-10-29
IFLL,ICEEU,SRFXON3,SA3,"Three Month SaronA",CHF,2500,SRFXON3,IND,2021-12-14
IFLL,ICEEU,TWS,TWS,"2 Year Euro Swapnote",EUR,1000,TWS,IND,2017-12-18
IFLL,ICEEU,USO,USO,"Five Year $ Swapnote",USD,1000,USO,IND,2017-12-18
IFLL,ICEEU,USP,USP,"Ten Year $ Swapnote",USD,1000,USP,IND,2017-12-18
IFLL,ICEEU,USW,USW,"Two Year Dollar Swapnote",USD,2000,USW,IND,2017-12-18
IFLL,ICEEU,Y,Y2,"FTSE 250 Index",GBP,2,Y,IND,1994-03-18
IFLL,ICEEU,Z,Z,"FTSE 100 Index",GBP,1000,Z,IND,1984-06-29
IFLX,ICEEUSOFT,C,C,Cocoa,GBP,10,C,IND,2017-12-12
IFLX,ICEEUSOFT,D,RC,"Robusta Coffee",USD,10,D,IND,2017-11-30
IFLX,ICEEUSOFT,T,T,Wheat,GBP,100,T,IND,2017-11-23
IFLX,ICEEUSOFT,W,W,"White Sugar",USD,50,W,IND,2017-11-15
IFUS,ICEUS,AUD,KAU,"Australian dollar",USD,100000,AUD.USD,CASH,2017-12-18
IFUS,ICECRYPTO,BAKKT,BTM,"Bakkt Bitcoin",USD,1,BAKKT,IND,2019-10-16
IFUS,NYBOT,CC,CC,"Cocoa NYBOT",USD,10,CC,IND,1980-03-20
IFUS,NYBOT,CT,CT,"Cotton No. 2",USD,50000,CT,IND,1980-03-07
IFUS,NYBOT,DX,DX,"NYBOT US Dollar FX",USD,1000,DX,IND,1986-03-19
IFUS,ICEUS,EAD,KRA,"European Monetary Union Euro",AUD,125000,EUR.AUD,CASH,2017-12-18
IFUS,ICEUS,ECD,KEP,"European Monetary Union Euro",CAD,125000,EUR.CAD,CASH,2017-12-18
IFUS,ICEUS,EJ,KEJ,"NYBOT Euro in Japanese Yen",JPY,125000,EJ,IND,1999-03-15
IFUS,ICEUS,EO,KEO,"European Monetary Union Euro",USD,125000,EUR.USD,CASH,2017-12-18
IFUS,ICEUS,GB,KGB,"Euro in British Pound",GBP,125000,GB,CASH,2019-12-16
IFUS,ICEUS,GB,KGB,"Euro in British Pound",GBP,125000,GB,IND,1999-03-15
IFUS,ICEUS,GB,KGB,"European Monetary Union Euro",GBP,125000,EUR.GBP,CASH,2021-12-13
IFUS,NYBOT,KC,KC,"Coffee ""C""",USD,37500,KC,IND,1980-03-24
IFUS,NYBOT,LRC30APR,30C,"ICE U.S. Conforming 30-yr Fixed Mortgage Rate Lock Weighted APR",USD,5000,LRC30APR,IND,2022-07-15
IFUS,ICEUS,MP,MP,"British pound",USD,62500,GBP.USD,CASH,2017-12-18
IFUS,NYBOT,NYFANG,FNG,"NYSE FANG+ Index",USD,5,NYFANG,IND,2020-12-18
IFUS,NYBOT,NYFANG,FNG,"NYSE FANG+ Index",USD,50,NYFANG,IND,2017-12-15
IFUS,NYBOT,OJ,OJ,"FC Orange Juice ""A""",USD,15000,OJ,IND,1980-01-18
IFUS,NYBOT,RS,RS,Canola,CAD,20,RS,IND,2005-11-14
IFUS,ICEUS,RZ,KRZ,"NYBOT Euro in Swiss Franc",CHF,125000,RZ,IND,1999-03-26
IFUS,NYBOT,SB,SB,"Sugar No. 11",USD,112000,SB,IND,1982-04-30
IFUS,NYBOT,SF,SF,"Sugar #16 112000 lbs",USD,112000,SF,IND,2008-12-08
IFUS,ICEUS,SS,SS,"British Pound in Swiss Franc",CHF,125000,SS,IND,1997-06-16
IFUS,ICEUS,SY,SY,"British Pound in Japanese Yen",JPY,125000,SY,IND,1997-06-16
IFUS,ICEUS,ZY,KZY,"Swiss Franc in Japanese Yen",JPY,250000,ZY,IND,1999-03-15
NDEX,ENDEX,ECF,ECF,"ICE ECX EUA Futures",EUR,1000,ECF,IND,2021-06-28
NDEX,ENDEX,TFM,TFM,"Dutch TTF Natural Gas Futures",EUR,1,TFM,IND,2022-11-29
NDEX,ENDEX,TFM,TFM,"Dutch TTF Natural Gas Futures",EUR,696,TFM,IND,2024-01-30
NDEX,ENDEX,TFM,TFM,"Dutch TTF Natural Gas Futures",EUR,720,TFM,IND,2023-08-30
NDEX,ENDEX,TFM,TFM,"Dutch TTF Natural Gas Futures",EUR,743,TFM,IND,2024-02-28
NDEX,ENDEX,TFM,TFM,"Dutch TTF Natural Gas Futures",EUR,744,TFM,IND,2023-06-29
NDEX,ENDEX,TFM,TFM,"Dutch TTF Natural Gas Futures",EUR,745,TFM,IND,2023-09-28
SMFE,SMFE,10YSME,S10Y,"Small 10YR US Treasury Yield",USD,100,10YSME,IND,2020-10-16
SMFE,SMFE,2YSME,S2Y,"Small 2YR US Treasury Yield",USD,100,2YSME,IND,2021-03-19
SMFE,SMFE,30YSME,S30Y,"Small 30YR US Treasury Yield",USD,100,30YSME,IND,2021-03-19
SMFE,SMFE,75SME,SM75,"Small Stocks 75",USD,100,75SME,IND,2020-06-19
SMFE,SMFE,FXSME,SFX,"Small US Dollar",USD,100,FXSME,IND,2020-06-19
SMFE,SMFE,PRESME,SPRE,"Small Precious Metals",USD,100,PRESME,IND,2020-06-19
SMFE,SMFE,S420,S420,"Small Cannabis",USD,100,S420,IND,2021-07-16
SMFE,SMFE,SCCX,SCCX,"Small Cryptocurrency",USD,100,CCXSME,IND,2021-10-15
SMFE,SMFE,SMO,SMO,"Small US Crude Oil",USD,100,SMO,IND,2021-05-13
SMFE,SMFE,STXSME,STIX,"Small Technology 60",USD,100,STXSME,IND,2020-09-18
XBRD,BELFOX,BFX,BXF,"BEL 20 Index",EUR,10,BEL20,IND,2017-10-20
XCBF,CFE,AMB07,AMW1,"CBOE 7-Day AMERIBOR Average Rate Index",USD,3500,AMERIBOR,IND,2019-09-04
XCBF,CFE,AMB07,AMW2,"CBOE 7-Day AMERIBOR Average Rate Index",USD,3500,AMERIBOR,IND,2019-09-11
XCBF,CFE,AMB07,AMW3,"CBOE 7-Day AMERIBOR Average Rate Index",USD,3500,AMERIBOR,IND,2019-09-18
XCBF,CFE,AMB07,AMW3,"CBOE 7-Day AMERIBOR Average Rate Index",USD,180000,AMERIBOR,IND,2019-08-21
XCBF,CFE,AMB07,AMW4,"CBOE 7-Day AMERIBOR Average Rate Index",USD,3500,AMERIBOR,IND,2019-08-28
XCBF,CFE,AMB07,AMW5,"CBOE 7-Day AMERIBOR Average Rate Index",USD,3500,AMB07,IND,2019-10-30
XCBF,CFE,AMB07,AMW5,"CBOE 7-Day AMERIBOR Average Rate Index",USD,3500,AMERIBOR,IND,2020-07-29
XCBF,CFE,AMB90,AMB3,"CBOE Three-Month AMERIBOR Compound Average Rate Index",USD,2500,AMB90,IND,2019-12-17
XCBF,CFE,AMB90,AMB3,"CBOE Three-Month AMERIBOR Compound Average Rate Index",USD,2500,AMBTX,IND,2019-09-17
XCBF,CFE,IBXXIBHY,IBHY,"iBoxx iShares $ High Yield Corporate Bond Index TR",USD,1000,IBXXIBHY,IND,2018-10-01
XCBF,CFE,IBXXIBIG,IBIG,"iBoxx iShares $ Investment Grade Corporate Bond Index TR",USD,1000,IBXXIBIG,IND,2018-11-01
XCBF,CFE,VIX,VX,"CBOE Volatility Index",USD,1000,VIX,IND,2017-10-18
XCBF,CFE,VIX,VX01,"CBOE Volatility Index",USD,1000,VIX,IND,2018-01-03
XCBF,CFE,VIX,VX02,"CBOE Volatility Index",USD,1000,VIX,IND,2018-01-10
XCBF,CFE,VIX,VX04,"CBOE Volatility Index",USD,1000,VIX,IND,2018-01-24
XCBF,CFE,VIX,VX05,"CBOE Volatility Index",USD,1000,VIX,IND,2018-01-31
XCBF,CFE,VIX,VX06,"CBOE Volatility Index",USD,1000,VIX,IND,2018-02-07
XCBF,CFE,VIX,VX08,"CBOE Volatility Index",USD,1000,VIX,IND,2018-02-21
XCBF,CFE,VIX,VX09,"CBOE Volatility Index",USD,1000,VIX,IND,2018-02-27
XCBF,CFE,VIX,VX10,"CBOE Volatility Index",USD,1000,VIX,IND,2018-03-07
XCBF,CFE,VIX,VX11,"CBOE Volatility Index",USD,1000,VIX,IND,2018-03-14
XCBF,CFE,VIX,VX12,"CBOE Volatility Index",USD,1000,VIX,IND,2020-03-25
XCBF,CFE,VIX,VX13,"CBOE Volatility Index",USD,1000,VIX,IND,2018-03-28
XCBF,CFE,VIX,VX14,"CBOE Volatility Index",USD,1000,VIX,IND,2018-04-04
XCBF,CFE,VIX,VX15,"CBOE Volatility Index",USD,1000,VIX,IND,2018-04-11
XCBF,CFE,VIX,VX16,"CBOE Volatility Index",USD,1000,VIX,IND,2020-04-22
XCBF,CFE,VIX,VX17,"CBOE Volatility Index",USD,1000,VIX,IND,2018-04-25
XCBF,CFE,VIX,VX18,"CBOE Volatility Index",USD,1000,VIX,IND,2018-05-02
XCBF,CFE,VIX,VX19,"CBOE Volatility Index",USD,1000,VIX,IND,2018-05-09
XCBF,CFE,VIX,VX20,"CBOE Volatility Index",USD,1000,VIX,IND,2019-05-15
XCBF,CFE,VIX,VX21,"CBOE Volatility Index",USD,1000,VIX,IND,2018-05-23
XCBF,CFE,VIX,VX22,"CBOE Volatility Index",USD,1000,VIX,IND,2018-05-30
XCBF,CFE,VIX,VX23,"CBOE Volatility Index",USD,1000,VIX,IND,2018-06-06
XCBF,CFE,VIX,VX24,"CBOE Volatility Index",USD,1000,VIX,IND,2018-06-13
XCBF,CFE,VIX,VX25,"CBOE Volatility Index",USD,1000,VIX,IND,2020-06-24
XCBF,CFE,VIX,VX26,"CBOE Volatility Index",USD,1000,VIX,IND,2018-06-27
XCBF,CFE,VIX,VX27,"CBOE Volatility Index",USD,1000,VIX,IND,2018-07-03
XCBF,CFE,VIX,VX28,"CBOE Volatility Index",USD,1000,VIX,IND,2018-07-11
XCBF,CFE,VIX,VX30,"CBOE Volatility Index",USD,1000,VIX,IND,2018-07-25
XCBF,CFE,VIX,VX31,"CBOE Volatility Index",USD,1000,VIX,IND,2018-08-01
XCBF,CFE,VIX,VX32,"CBOE Volatility Index",USD,1000,VIX,IND,2018-08-08
XCBF,CFE,VIX,VX33,"CBOE Volatility Index",USD,1000,VIX,IND,2018-08-15
XCBF,CFE,VIX,VX34,"CBOE Volatility Index",USD,1000,VIX,IND,2020-08-26
XCBF,CFE,VIX,VX35,"CBOE Volatility Index",USD,1000,VIX,IND,2018-08-29
XCBF,CFE,VIX,VX36,"CBOE Volatility Index",USD,1000,VIX,IND,2018-09-05
XCBF,CFE,VIX,VX37,"CBOE Volatility Index",USD,1000,VIX,IND,2018-09-12
XCBF,CFE,VIX,VX38,"CBOE Volatility Index",USD,1000,VIX,IND,2020-09-23
XCBF,CFE,VIX,VX39,"CBOE Volatility Index",USD,1000,VIX,IND,2018-09-26
XCBF,CFE,VIX,VX40,"CBOE Volatility Index",USD,1000,VIX,IND,2018-10-03
XCBF,CFE,VIX,VX41,"CBOE Volatility Index",USD,1000,VIX,IND,2005-10-19
XCBF,CFE,VIX,VX43,"CBOE Volatility Index",USD,1000,VIX,IND,2017-10-25
XCBF,CFE,VIX,VX44,"CBOE Volatility Index",USD,1000,VIX,IND,2017-11-01
XCBF,CFE,VIX,VX45,"CBOE Volatility Index",USD,1000,VIX,IND,2017-11-08
XCBF,CFE,VIX,VX46,"CBOE Volatility Index",USD,1000,VIX,IND,2018-11-14
XCBF,CFE,VIX,VX47,"CBOE Volatility Index",USD,1000,VIX,IND,2017-11-22
XCBF,CFE,VIX,VX48,"CBOE Volatility Index",USD,1000,VIX,IND,2017-11-29
XCBF,CFE,VIX,VX49,"CBOE Volatility Index",USD,1000,VIX,IND,2017-12-06
XCBF,CFE,VIX,VX50,"CBOE Volatility Index",USD,1000,VIX,IND,2017-12-13
XCBF,CFE,VIX,VX51,"CBOE Volatility Index",USD,1000,VIX,IND,2020-12-23
XCBF,CFE,VIX,VX52,"CBOE Volatility Index",USD,1000,VIX,IND,2017-12-27
XCBF,CFE,VIX,VX53,"CBOE Volatility Index",USD,1000,VIX,IND,2019-12-31
XCBF,CFE,VXM,VXM,"Mini Cboe Volatility Index Futures",USD,100,VXM,IND,2020-09-16
XCBT,CBOT,10Y,10Y,"10 Year Micro Treasury Yield",USD,1000,10Y,IND,2021-08-31
XCBT,CBOT,2YY,2YY,"2 Year Micro Treasury Yield",USD,1000,2YY,IND,2021-08-31
XCBT,CBOT,30Y,30Y,"30 Year Micro Treasury Yield",USD,1000,30Y,IND,2021-08-31
XCBT,CBOT,5YY,5YY,"5 Year Micro Treasury Yield",USD,1000,5YY,IND,2021-08-31
XCBT,CBOT,AC,EH,"Ethanol -CME",USD,29000,AC,IND,2017-11-03
XCBT,CBOT,AIGCI,AW,"Bloomberg Commodity Index",USD,100,AIGCI,IND,2017-12-20
XCBT,CBOT,B1U,B1U,"30-Year Deliverable Interest Rate Swap Futures",USD,1000,B1U,IND,2017-12-18
XCBT,CBOT,DJUSRE,RX,"Dow Jones US Real Estate Index",USD,100,DJUSRE,IND,2017-12-15
XCBT,CBOT,F1U,F1U,"5-Year Deliverable Interest Rate Swap Futures",USD,1000,F1U,IND,2017-12-18
XCBT,CBOT,KE,KE,"Hard Red Winter Wheat -KCBOT-",USD,5000,KE,IND,1995-07-20
XCBT,CBOT,LIT,LIT,"2-Year Eris Swap Futures",USD,1000,LIT,IND,2018-12-20
XCBT,CBOT,LIW,LIW,"5-Year Eris Swap Futures",USD,1000,LIW,IND,2018-12-17
XCBT,CBOT,MYM,MYM,"Micro E-Mini Dow Jones Industrial Average Index",USD,0.5,MYM,IND,2019-06-21
XCBT,CBOT,N1U,N1U,"10-Year Deliverable Interest Rate Swap Futures",USD,1000,N1U,IND,2017-12-18
XCBT,CBOT,T1U,T1U,"2-Year Deliverable Interest Rate Swap Futures",USD,1000,T1U,IND,2017-12-18
XCBT,CBOT,TN,TN,"Ultra 10-Year US Treasury Note",USD,1000,TN,IND,2017-12-19
XCBT,CBOT,TWE,TWE,"20-Year U.S. Treasury Bond",USD,1000,TWE,IND,2022-06-21
XCBT,CBOT,UB,UB,"Ultra Treasury Bond",USD,1000,UB,IND,2010-03-22
XCBT,CBOT,YC,XC,"Mini Sized Corn Futures",USD,1000,YC,IND,2017-12-14
XCBT,CBOT,YIW,YIW,"5-Year Eris SOFR Swap Futures",USD,1000,YIW,IND,2023-06-20
XCBT,CBOT,YK,XK,"Mini Sized Soybean Futures",USD,1000,YK,IND,2003-05-14
XCBT,CBOT,YM,YM,"E-mini Dow Jones Industrial Average",USD,5,YM,IND,2020-12-18
XCBT,CBOT,YM,YM,"Mini Sized Dow Jones Industrial Average $5",USD,5,YM,IND,2002-06-21
XCBT,CBOT,YW,XW,"Mini Sized Wheat Futures",USD,1000,YW,IND,2003-05-14
XCBT,CBOT,Z3N,Z3N,"3 YEAR US TREASURY NOTE",USD,2000,Z3N,IND,2017-12-29
XCBT,CBOT,ZB,ZB,"30 Year US Treasury Bond",USD,1000,ZB,IND,1980-03-20
XCBT,CBOT,ZC,ZC,"Corn Futures",USD,5000,ZC,IND,1980-03-20
XCBT,CBOT,ZF,ZF,"5 Year US Treasury Note",USD,1000,ZF,IND,1988-06-21
XCBT,CBOT,ZL,ZL,"Soybean Oil Futures",USD,60000,ZL,IND,1980-01-22
XCBT,CBOT,ZM,ZM,"Soybean Meal Futures",USD,100,ZM,IND,1980-01-22
XCBT,CBOT,ZN,ZN,"10 Year US Treasury Note",USD,1000,ZN,IND,1982-06-21
XCBT,CBOT,ZO,ZO,"Oat Futures",USD,5000,ZO,IND,1980-03-20
XCBT,CBOT,ZQ,ZQ,"30 Day Fed Funds",USD,4167,FF,IND,1988-10-31
XCBT,CBOT,ZR,ZR,"Rough Rice Futures",USD,2000,ZR,IND,1988-09-21
XCBT,CBOT,ZS,ZS,"Soybean Futures",USD,5000,ZS,IND,1980-01-22
XCBT,CBOT,ZT,ZT,"2 Year US Treasury Note",USD,2000,ZT,IND,1990-09-19
XCBT,CBOT,ZW,ZW,"Wheat Futures",USD,5000,ZW,IND,1980-03-20
XCEC,COMEX,ALI,ALI,"Aluminum Index",USD,25,ALI,IND,2014-07-29
XCEC,COMEX,GC,GC,Gold,USD,100,GC,IND,1980-01-28
XCEC,COMEX,HG,HG,"Copper Index",USD,25000,HG,IND,1980-01-28
XCEC,COMEX,HRC,HRC,"Hot-Rolled Coil Steel Index",USD,20,HRC,IND,2019-07-30
XCEC,COMEX,MGC,MGC,"E-Micro Gold ",USD,10,MGC,IND,2020-12-29
XCEC,COMEX,MHG,MHG,"Micro Copper",USD,2500,MHG,IND,2022-05-26
XCEC,COMEX,QC,QC,"COMEX MINY Copper",USD,12500,QC,IND,2006-12-27
XCEC,COMEX,QI,QI,"COMEX MINY Silver",USD,2500,QI,IND,2006-12-27
XCEC,COMEX,QO,QO,"COMEX MINY Gold",USD,50,QO,IND,2007-01-29
